time	V(vd)	V(vgs)	Id(M1)
4.333446342754564e-004	5.670788e+000	5.054197e-001	-4.458784e-003
4.333450685759580e-004	5.670817e+000	5.117521e-001	-4.486144e-003
4.333456865371605e-004	5.670857e+000	5.205238e-001	-4.473553e-003
4.333468929131301e-004	5.670942e+000	5.391129e-001	-4.681155e-003
4.333477535970714e-004	5.671041e+000	5.579758e-001	-5.597964e-003
4.333487152589739e-004	5.671225e+000	5.898356e-001	-7.858891e-003
4.333494936663755e-004	5.671429e+000	6.245500e-001	-1.030412e-002
4.333503544558994e-004	5.671701e+000	6.710630e-001	-1.306486e-002
4.333514103112722e-004	5.672074e+000	7.366917e-001	-1.596262e-002
4.333533908074682e-004	5.672820e+000	8.724849e-001	-2.025842e-002
4.333543900366801e-004	5.673203e+000	9.447549e-001	-2.178872e-002
4.333550649007839e-004	5.673455e+000	9.941970e-001	-2.233051e-002
4.333558311772466e-004	5.673727e+000	1.049532e+000	-2.257160e-002
4.333566741247382e-004	5.674016e+000	1.109848e+000	-2.266648e-002
4.333574504082135e-004	5.674272e+000	1.164870e+000	-2.265656e-002
4.333582203436097e-004	5.674515e+000	1.218590e+000	-2.253554e-002
4.333590479884320e-004	5.674764e+000	1.275281e+000	-2.230862e-002
4.333598112562171e-004	5.674983e+000	1.326609e+000	-2.205742e-002
4.333608281947043e-004	5.675258e+000	1.393637e+000	-2.170775e-002
4.333622351463637e-004	5.675611e+000	1.483693e+000	-2.122351e-002
4.333650490496825e-004	5.676239e+000	1.656381e+000	-2.027413e-002
4.333684203981942e-004	5.676865e+000	1.850314e+000	-1.919157e-002
4.333741879956174e-004	5.677672e+000	2.152585e+000	-1.748323e-002
4.333814781612620e-004	5.678349e+000	2.492143e+000	-1.554364e-002
4.333895333844454e-004	5.678728e+000	2.816316e+000	-1.367204e-002
4.333988211783228e-004	5.678801e+000	3.131964e+000	-1.182885e-002
4.334097614941567e-004	5.678534e+000	3.437160e+000	-9.992232e-003
4.334242615101718e-004	5.677638e+000	3.764024e+000	-6.366813e-003
4.334356353694352e-004	5.675767e+000	3.972480e+000	4.277759e-003
4.334426925328853e-004	5.672230e+000	4.078321e+000	2.612473e-002
4.334493579280518e-004	5.663506e+000	4.160650e+000	6.792077e-002
4.334573682744100e-004	5.637733e+000	4.237426e+000	1.329363e-001
4.334660455084153e-004	5.576187e+000	4.289851e+000	1.886796e-001
4.334690719999668e-004	5.521710e+000	4.285189e+000	1.764176e-001
4.334705583457931e-004	5.462918e+000	4.262004e+000	1.388156e-001
4.334712994485051e-004	5.414883e+000	4.238342e+000	1.081276e-001
4.334722497215625e-004	5.343534e+000	4.201637e+000	7.452888e-002
4.334725990968915e-004	5.322101e+000	4.191315e+000	6.842003e-002
4.334730461405036e-004	5.302342e+000	4.183222e+000	6.510673e-002
4.334735533644571e-004	5.284977e+000	4.177430e+000	6.299125e-002
4.334743307611945e-004	5.264276e+000	4.172519e+000	6.142507e-002
4.334751476404448e-004	5.246580e+000	4.170069e+000	6.064704e-002
4.334765380277677e-004	5.220427e+000	4.168508e+000	6.015146e-002
4.334778647199308e-004	5.197055e+000	4.167983e+000	5.993699e-002
4.334805181042572e-004	5.151793e+000	4.167646e+000	5.974896e-002
4.334832174140586e-004	5.106614e+000	4.167436e+000	5.960098e-002
4.334886160336613e-004	5.018323e+000	4.167114e+000	5.937388e-002
4.334951048433054e-004	4.915980e+000	4.166772e+000	5.912882e-002
4.335080824625938e-004	4.722938e+000	4.166165e+000	5.870855e-002
4.335268774916871e-004	4.467742e+000	4.165415e+000	5.819672e-002
4.335574041384264e-004	4.099208e+000	4.164475e+000	5.754425e-002
4.335890783191899e-004	3.761905e+000	4.163826e+000	5.703748e-002
4.336331034121599e-004	3.342799e+000	4.163337e+000	5.653124e-002
4.336861805428869e-004	2.874719e+000	4.163159e+000	5.611648e-002
4.337642577887825e-004	2.217542e+000	4.163460e+000	5.578820e-002
4.338726954079928e-004	1.339227e+000	4.171859e+000	5.576980e-002
4.340324070792192e-004	1.823793e-001	4.264177e+000	5.603970e-002
4.340677697887374e-004	5.021963e-002	4.359229e+000	5.616377e-002
4.341023420581395e-004	2.992442e-002	4.502739e+000	5.639578e-002
4.341230681738382e-004	2.547123e-002	4.577087e+000	5.654981e-002
4.341431263008192e-004	2.302353e-002	4.637390e+000	5.670248e-002
4.341659468500901e-004	2.115707e-002	4.696068e+000	5.687973e-002
4.341871902614674e-004	1.990007e-002	4.742339e+000	5.704426e-002
4.342113703470001e-004	1.889179e-002	4.786382e+000	5.723357e-002
4.342374342512861e-004	1.808845e-002	4.825552e+000	5.743655e-002
4.342672006091572e-004	1.744906e-002	4.861501e+000	5.767021e-002
4.343025926202864e-004	1.691621e-002	4.894608e+000	5.794699e-002
4.343470084872205e-004	1.650010e-002	4.925047e+000	5.829623e-002
4.344051545267976e-004	1.619081e-002	4.951740e+000	5.875283e-002
4.344892525823910e-004	1.602928e-002	4.974211e+000	5.941544e-002
4.346168970336659e-004	1.605874e-002	4.989957e+000	6.042229e-002
4.348429382249028e-004	1.640821e-002	4.998678e+000	6.221152e-002
4.352675875713123e-004	1.726075e-002	5.001364e+000	6.558661e-002
4.359052830632738e-004	1.860879e-002	5.001479e+000	7.068262e-002
4.369052830632739e-004	2.073849e-002	5.001461e+000	7.871602e-002
4.379052830632739e-004	2.287729e-002	5.001465e+000	8.677469e-002
4.389052830632739e-004	2.501816e-002	5.001463e+000	9.482919e-002
4.399052830632739e-004	2.715231e-002	5.001464e+000	1.028470e-001
4.409052830632740e-004	2.927166e-002	5.001462e+000	1.107979e-001
4.419052830632740e-004	3.136803e-002	5.001460e+000	1.186516e-001
4.429052830632740e-004	3.343365e-002	5.001457e+000	1.263793e-001
4.439052830632740e-004	3.546797e-002	5.001453e+000	1.339817e-001
4.442590000000000e-004	3.617797e-002	5.001452e+000	1.366308e-001
4.445515661265481e-004	3.675839e-002	5.001451e+000	1.387990e-001
4.446738677469040e-004	3.699999e-002	5.001450e+000	1.396998e-001
4.449184709876159e-004	3.737350e-002	5.001375e+000	1.414666e-001
4.449194709876159e-004	3.742169e-002	5.001407e+000	1.414847e-001
4.449214709876159e-004	3.748287e-002	5.001446e+000	1.415161e-001
4.449228881750583e-004	3.748095e-002	5.001443e+000	1.415240e-001
4.449246112163762e-004	3.749935e-002	5.001453e+000	1.415388e-001
4.449269573598022e-004	3.749660e-002	5.001448e+000	1.415554e-001
4.449295469290183e-004	3.750571e-002	5.001451e+000	1.415738e-001
4.449336429666484e-004	3.751047e-002	5.001449e+000	1.416047e-001
4.449390964887679e-004	3.752270e-002	5.001450e+000	1.416437e-001
4.449473006627610e-004	3.753764e-002	5.001449e+000	1.417043e-001
4.449598666155538e-004	3.756289e-002	5.001450e+000	1.417955e-001
4.449785785534043e-004	3.759908e-002	5.001449e+000	1.419322e-001
4.450080907285999e-004	3.765704e-002	5.001449e+000	1.421470e-001
4.450633364863676e-004	3.776468e-002	5.001449e+000	1.425491e-001
4.451485084844647e-004	3.792489e-002	5.001444e+000	1.431762e-001
4.451495084844647e-004	3.792931e-002	5.001446e+000	1.431792e-001
4.451515084844647e-004	3.793751e-002	5.001449e+000	1.431873e-001
4.451555084844648e-004	3.794421e-002	5.001448e+000	1.432192e-001
4.451607141271640e-004	3.795473e-002	5.001449e+000	1.432555e-001
4.451711254125623e-004	3.797467e-002	5.001449e+000	1.433323e-001
4.451919026572951e-004	3.801520e-002	5.001448e+000	1.434822e-001
4.452269537094678e-004	3.808453e-002	5.001449e+000	1.437268e-001
4.452279537094678e-004	3.808597e-002	5.001449e+000	1.437387e-001
4.452299537094678e-004	3.808893e-002	5.001448e+000	1.437605e-001
4.452339537094679e-004	3.809693e-002	5.001448e+000	1.437857e-001
4.452419052676358e-004	3.811247e-002	5.001448e+000	1.438374e-001
4.452430968836641e-004	3.811474e-002	5.001448e+000	1.438490e-001
4.452454801157206e-004	3.811923e-002	5.001448e+000	1.438724e-001
4.452502465798335e-004	3.812855e-002	5.001448e+000	1.439125e-001
4.452512465798335e-004	3.813046e-002	5.001448e+000	1.439169e-001
4.452532465798335e-004	3.813434e-002	5.001448e+000	1.439272e-001
4.452550000000000e-004	3.813745e-002	5.001448e+000	1.439254e-001
4.452554931596672e-004	3.813851e-002	5.001448e+000	1.439331e-001
4.452564794790015e-004	3.814043e-002	5.001448e+000	1.439426e-001
4.452570273613313e-004	3.814152e-002	5.001448e+000	1.439475e-001
4.452579042353405e-004	3.814341e-002	5.001448e+000	1.439623e-001
4.452590000000000e-004	3.817388e-002	5.001444e+000	1.452415e-001
4.452591000000000e-004	3.815430e-002	5.001404e+000	1.444083e-001
4.452593000000000e-004	3.814129e-002	5.001303e+000	1.439719e-001
4.452596000000001e-004	3.813414e-002	5.001116e+000	1.439738e-001
4.452600000000000e-004	3.812201e-002	5.000833e+000	1.439408e-001
4.452600400000000e-004	3.812153e-002	5.000813e+000	1.439641e-001
4.452601200000000e-004	3.812021e-002	5.000781e+000	1.439773e-001
4.452602800000000e-004	3.811838e-002	5.000730e+000	1.439781e-001
4.452606000000000e-004	3.811716e-002	5.000637e+000	1.439799e-001
4.452612003231687e-004	3.811530e-002	5.000407e+000	1.439843e-001
4.452621618186963e-004	3.810152e-002	4.999681e+000	1.439922e-001
4.452635402349390e-004	3.805038e-002	4.997651e+000	1.440045e-001
4.452643501634390e-004	3.799260e-002	4.995563e+000	1.440128e-001
4.452648017142979e-004	3.793932e-002	4.993701e+000	1.440189e-001
4.452651179648770e-004	3.788022e-002	4.991709e+000	1.440257e-001
4.452654105380967e-004	3.780476e-002	4.989337e+000	1.440307e-001
4.452657412726584e-004	3.771782e-002	4.986682e+000	1.440299e-001
4.452660087925919e-004	3.766888e-002	4.984905e+000	1.440264e-001
4.452663058955391e-004	3.764414e-002	4.983323e+000	1.440230e-001
4.452665584243925e-004	3.764228e-002	4.982207e+000	1.440215e-001
4.452668291980129e-004	3.765474e-002	4.981180e+000	1.440212e-001
4.452671258947090e-004	3.767818e-002	4.980170e+000	1.440218e-001
4.452674311804873e-004	3.770900e-002	4.979215e+000	1.440232e-001
4.452680417520440e-004	3.777827e-002	4.977416e+000	1.440270e-001
4.452687389163993e-004	3.785991e-002	4.975441e+000	1.440320e-001
4.452701332451101e-004	3.801923e-002	4.971597e+000	1.440423e-001
4.452724702382174e-004	3.825400e-002	4.964740e+000	1.440605e-001
4.452748354401754e-004	3.835284e-002	4.954207e+000	1.440850e-001
4.452764733452900e-004	3.820356e-002	4.939831e+000	1.441043e-001
4.452782460392416e-004	3.790328e-002	4.915602e+000	1.441165e-001
4.452799822453838e-004	3.774622e-002	4.886675e+000	1.441211e-001
4.452817824454733e-004	3.790947e-002	4.852633e+000	1.441257e-001
4.452853828456522e-004	3.913397e-002	4.777030e+000	1.441353e-001
4.452905280914630e-004	4.268987e-002	4.660160e+000	1.441465e-001
4.452962124102026e-004	4.984549e-002	4.524785e+000	1.441468e-001
4.453022060222336e-004	6.408065e-002	4.382196e+000	1.441068e-001
4.453086921220763e-004	9.341922e-002	4.237386e+000	1.439455e-001
4.453132076133329e-004	1.336305e-001	4.152910e+000	1.436261e-001
4.453167641898018e-004	1.948819e-001	4.110987e+000	1.431393e-001
4.453209042797220e-004	3.039669e-001	4.093230e+000	1.426437e-001
4.453244950767190e-004	4.155439e-001	4.091471e+000	1.425559e-001
4.453284763233847e-004	5.423032e-001	4.091714e+000	1.425781e-001
4.453325814667180e-004	6.728379e-001	4.091538e+000	1.425580e-001
4.453407917533846e-004	9.351428e-001	4.091551e+000	1.425375e-001
4.453530133690882e-004	1.326769e+000	4.091478e+000	1.424735e-001
4.453685437048384e-004	1.826914e+000	4.091334e+000	1.423426e-001
4.453894547469209e-004	2.510841e+000	4.090796e+000	1.420264e-001
4.454154987493853e-004	3.396989e+000	4.089133e+000	1.412503e-001
4.454293142487277e-004	3.917372e+000	4.087024e+000	1.403413e-001
4.454408799919819e-004	4.427990e+000	4.083567e+000	1.387959e-001
4.454492577947310e-004	4.864742e+000	4.079588e+000	1.368284e-001
4.454543550024887e-004	5.167706e+000	4.075592e+000	1.341330e-001
4.454569905090276e-004	5.331342e+000	4.068632e+000	1.268456e-001
4.454585230208476e-004	5.417068e+000	4.055216e+000	1.133034e-001
4.454597351530527e-004	5.469615e+000	4.033205e+000	9.507933e-002
4.454610477640071e-004	5.509931e+000	3.997498e+000	7.359519e-002
4.454630448878745e-004	5.551602e+000	3.929203e+000	4.785876e-002
4.454653646289843e-004	5.583844e+000	3.838655e+000	3.063960e-002
4.454675897412383e-004	5.604242e+000	3.745081e+000	2.381672e-002
4.454701448106118e-004	5.620048e+000	3.633985e+000	2.118397e-002
4.454737922871437e-004	5.635484e+000	3.474997e+000	1.946991e-002
4.454797631397334e-004	5.652489e+000	3.222064e+000	1.745758e-002
4.454880137809465e-004	5.668185e+000	2.893770e+000	1.509811e-002
4.454969637470881e-004	5.679448e+000	2.573533e+000	1.291027e-002
4.455093229220477e-004	5.689845e+000	2.190650e+000	1.037336e-002
4.455213426814311e-004	5.696786e+000	1.879976e+000	8.349722e-003
4.455355540588366e-004	5.702422e+000	1.584211e+000	6.434865e-003
4.455495942376138e-004	5.706334e+000	1.354603e+000	4.945339e-003
4.455652521667451e-004	5.709383e+000	1.159690e+000	3.669218e-003
4.455817136949360e-004	5.711614e+000	1.008221e+000	2.664464e-003
4.456007352752882e-004	5.713326e+000	8.860692e-001	1.847952e-003
4.456267684687959e-004	5.714767e+000	7.770632e-001	1.132900e-003
4.456583357542252e-004	5.715723e+000	6.958491e-001	6.309219e-004
4.456892750165709e-004	5.716128e+000	6.496795e-001	3.745045e-004
4.457300412231384e-004	5.716234e+000	6.150762e-001	2.110849e-004
4.457768400732520e-004	5.716091e+000	5.919741e-001	1.227649e-004
4.458436339009507e-004	5.715687e+000	5.729619e-001	6.892215e-005
4.459271012844014e-004	5.715080e+000	5.587253e-001	4.097964e-005
4.460550202941338e-004	5.714085e+000	5.452988e-001	2.411738e-005
4.462271016092904e-004	5.712701e+000	5.336533e-001	1.475359e-005
4.465213519170542e-004	5.710248e+000	5.206144e-001	8.140143e-006
4.469376861480937e-004	5.706574e+000	5.081872e-001	4.058852e-006
4.476345816594328e-004	5.699831e+000	4.938491e-001	1.036528e-006
4.486103253573583e-004	5.689383e+000	4.784388e-001	-1.309621e-006
4.490090000000000e-004	5.684660e+000	4.730421e-001	-1.997934e-006
4.492116507147165e-004	5.682017e+000	4.704941e-001	-2.313923e-006
4.496169521441496e-004	5.676443e+000	4.654726e-001	2.770339e-007
4.496179521441496e-004	5.676429e+000	4.654604e-001	-1.253624e-006
4.496199521441496e-004	5.676400e+000	4.654361e-001	-3.645491e-006
4.496239521441497e-004	5.676342e+000	4.653868e-001	-2.673913e-006
4.496309027343560e-004	5.676240e+000	4.653010e-001	-3.173535e-006
4.496448039147686e-004	5.676036e+000	4.651295e-001	-2.903638e-006
4.496726062755938e-004	5.675626e+000	4.647862e-001	-3.093011e-006
4.497282109972442e-004	5.674795e+000	4.640986e-001	-3.110589e-006
4.498394204405451e-004	5.673113e+000	4.627211e-001	-7.722928e-007
4.498404204405451e-004	5.673098e+000	4.627087e-001	-2.010401e-006
4.498424204405452e-004	5.673067e+000	4.626839e-001	-3.933021e-006
4.498464204405452e-004	5.673005e+000	4.626342e-001	-3.032706e-006
4.498544204405454e-004	5.672882e+000	4.625348e-001	-3.486725e-006
4.498704204405456e-004	5.672634e+000	4.623358e-001	-3.296162e-006
4.499024204405461e-004	5.672134e+000	4.619372e-001	-3.439721e-006
4.499449999999990e-004	5.671466e+000	4.614063e-001	-5.642699e-006
4.499459999999990e-004	5.671450e+000	4.613938e-001	-4.616727e-006
4.499479999999991e-004	5.671419e+000	4.613687e-001	-2.975154e-006
4.499519999999991e-004	5.671355e+000	4.613188e-001	-3.726228e-006
4.499590727789850e-004	5.671243e+000	4.612303e-001	-3.377147e-006
4.499807088840563e-004	5.670898e+000	4.609596e-001	-3.440495e-006
4.499940189058011e-004	5.670686e+000	4.607928e-001	-1.858529e-006
4.499950189058011e-004	5.670670e+000	4.607803e-001	-2.632151e-006
4.499970189058011e-004	5.670638e+000	4.607553e-001	-4.025527e-006
4.500010189058012e-004	5.670574e+000	4.607051e-001	-4.251004e-006
4.500025467430512e-004	5.670549e+000	4.606860e-001	-4.137404e-006
4.500056024175514e-004	5.670500e+000	4.606476e-001	-4.603057e-006
4.500066024175514e-004	5.670484e+000	4.606350e-001	-1.658551e-006
4.500070000000000e-004	5.670477e+000	4.606301e-001	-1.867654e-006
4.500077951648972e-004	5.670465e+000	4.606200e-001	1.691308e-006
4.500079245531117e-004	5.670463e+000	4.606184e-001	1.125962e-008
4.500081833295406e-004	5.670458e+000	4.606152e-001	-3.338938e-006
4.500083714766431e-004	5.670455e+000	4.606129e-001	-3.365808e-006
4.500085471776110e-004	5.670452e+000	4.606107e-001	-3.757601e-006
4.500087066417200e-004	5.670450e+000	4.606087e-001	-3.536989e-006
4.500088381113040e-004	5.670448e+000	4.606073e-001	-2.758315e-006
4.500088462610295e-004	5.670448e+000	4.606071e-001	-2.764271e-006
4.500088625604804e-004	5.670447e+000	4.606067e-001	-3.122241e-006
4.500088802788821e-004	5.670447e+000	4.606065e-001	-3.394797e-006
4.500089006290970e-004	5.670447e+000	4.606062e-001	-3.525467e-006
4.500089413295269e-004	5.670446e+000	4.606057e-001	-3.589781e-006
4.500090000000000e-004	5.670445e+000	4.606051e-001	-3.604511e-006
4.500090058670473e-004	5.670445e+000	4.606067e-001	-3.742239e-006
4.500090176011420e-004	5.670445e+000	4.606119e-001	-4.274631e-006
4.500090319379518e-004	5.670444e+000	4.606222e-001	-5.544341e-006
4.500090482455602e-004	5.670444e+000	4.606414e-001	-8.272388e-006
4.500090808607771e-004	5.670444e+000	4.607047e-001	-1.838656e-005
4.500091460912108e-004	5.670445e+000	4.609230e-001	-5.546161e-005
4.500092646297888e-004	5.670448e+000	4.615867e-001	-1.698671e-004
4.500094096901728e-004	5.670455e+000	4.629071e-001	-3.936212e-004
4.500096099395860e-004	5.670471e+000	4.655967e-001	-8.368232e-004
4.500097645982237e-004	5.670489e+000	4.685022e-001	-1.295695e-003
4.500100000000000e-004	5.670525e+000	4.739409e-001	-2.128852e-003
4.500100235401777e-004	5.670529e+000	4.745784e-001	-2.222597e-003
4.500100706205330e-004	5.670537e+000	4.758348e-001	-2.403227e-003
4.500101647812435e-004	5.670553e+000	4.782432e-001	-2.727407e-003
4.500103531026646e-004	5.670580e+000	4.826491e-001	-3.236159e-003
4.500107297455067e-004	5.670627e+000	4.903944e-001	-3.910544e-003
4.500111305570382e-004	5.670665e+000	4.975143e-001	-4.288178e-003
4.500116082119456e-004	5.670703e+000	5.050080e-001	-4.454532e-003
4.500120452555658e-004	5.670733e+000	5.113971e-001	-4.486004e-003
4.500126441401266e-004	5.670771e+000	5.198929e-001	-4.473132e-003
4.500138021155715e-004	5.670852e+000	5.374258e-001	-4.626201e-003
4.500146518923687e-004	5.670945e+000	5.553787e-001	-5.442440e-003
4.500156487070787e-004	5.671127e+000	5.871760e-001	-7.667769e-003
4.500163950258448e-004	5.671318e+000	6.196186e-001	-9.977903e-003
4.500172446295132e-004	5.671583e+000	6.647811e-001	-1.272512e-002
4.500182803735379e-004	5.671945e+000	7.283538e-001	-1.562325e-002
4.500202336758427e-004	5.672678e+000	8.611780e-001	-1.998616e-002
4.500212559820341e-004	5.673072e+000	9.348978e-001	-2.164013e-002
4.500219429237815e-004	5.673331e+000	9.853424e-001	-2.226577e-002
4.500226548968008e-004	5.673586e+000	1.036908e+000	-2.254159e-002
4.500233672681103e-004	5.673833e+000	1.087995e+000	-2.264879e-002
4.500240984460242e-004	5.674079e+000	1.140071e+000	-2.267824e-002
4.500248255723621e-004	5.674314e+000	1.191202e+000	-2.261129e-002
4.500256748993315e-004	5.674574e+000	1.249826e+000	-2.241644e-002
4.500266478343658e-004	5.674858e+000	1.315628e+000	-2.211114e-002
4.500277022164839e-004	5.675148e+000	1.385503e+000	-2.175095e-002
4.500287941910735e-004	5.675429e+000	1.456012e+000	-2.137419e-002
4.500309781402525e-004	5.675934e+000	1.591751e+000	-2.063151e-002
4.500344579525787e-004	5.676622e+000	1.796144e+000	-1.949496e-002
4.500393358243439e-004	5.677372e+000	2.059416e+000	-1.801190e-002
4.500462916023392e-004	5.678113e+000	2.395486e+000	-1.609793e-002
4.500538672957474e-004	5.678568e+000	2.714634e+000	-1.426130e-002
4.500629899639228e-004	5.678740e+000	3.041592e+000	-1.235888e-002
4.500731501152306e-004	5.678585e+000	3.343575e+000	-1.057530e-002
4.500865254405185e-004	5.677573e+000	3.658481e+000	-6.150262e-003
4.501057352787061e-004	5.672916e+000	4.013717e+000	1.837928e-002
4.501143631409188e-004	5.665870e+000	4.138047e+000	5.512277e-002
4.501210440287425e-004	5.649788e+000	4.209266e+000	1.058086e-001
4.501307378445550e-004	5.601620e+000	4.284125e+000	1.836163e-001
4.501339677737874e-004	5.566476e+000	4.294515e+000	1.935775e-001
4.501358628672258e-004	5.525180e+000	4.286657e+000	1.786284e-001
4.501369455035079e-004	5.483925e+000	4.270791e+000	1.522748e-001
4.501376427751417e-004	5.442405e+000	4.250933e+000	1.233833e-001
4.501383770687801e-004	5.387960e+000	4.223052e+000	9.126676e-002
4.501389555150659e-004	5.346432e+000	4.201970e+000	7.433464e-002
4.501393602006265e-004	5.323147e+000	4.191043e+000	6.839820e-002
4.501398862109706e-004	5.300478e+000	4.181916e+000	6.460028e-002
4.501404413286470e-004	5.282259e+000	4.176108e+000	6.254684e-002
4.501412141731033e-004	5.262644e+000	4.171879e+000	6.117824e-002
4.501421592873096e-004	5.242844e+000	4.169498e+000	6.043971e-002
4.501433980574815e-004	5.219884e+000	4.168331e+000	6.004520e-002
4.501451185256282e-004	5.189803e+000	4.167791e+000	5.982009e-002
4.501474511022655e-004	5.150127e+000	4.167511e+000	5.965194e-002
4.501514995756694e-004	5.082650e+000	4.167221e+000	5.944997e-002
4.501566089686826e-004	4.999734e+000	4.166924e+000	5.923707e-002
4.501653256966799e-004	4.863850e+000	4.166480e+000	5.892304e-002
4.501778100940853e-004	4.681930e+000	4.165914e+000	5.853232e-002
4.502018394726346e-004	4.363979e+000	4.165001e+000	5.791276e-002
4.502291733224970e-004	4.043176e+000	4.164223e+000	5.736351e-002
4.502660078297224e-004	3.662098e+000	4.163549e+000	5.681539e-002
4.503095421342158e-004	3.255324e+000	4.163145e+000	5.635140e-002
4.503690527998830e-004	2.737467e+000	4.163041e+000	5.593364e-002
4.504503122004324e-004	2.057727e+000	4.163491e+000	5.566218e-002
4.505735444759572e-004	1.045765e+000	4.165176e+000	5.572385e-002
4.506806704784813e-004	2.235016e-001	4.204347e+000	5.594073e-002
4.507106568496335e-004	7.161476e-002	4.269907e+000	5.596257e-002
4.507228835831289e-004	4.797381e-002	4.321294e+000	5.600669e-002
4.507292711020622e-004	4.298280e-002	4.351100e+000	5.604429e-002
4.507376791470960e-004	3.822758e-002	4.389219e+000	5.609728e-002
4.507442176660674e-004	3.532167e-002	4.417880e+000	5.614275e-002
4.507509845610211e-004	3.290379e-002	4.446313e+000	5.618954e-002
4.507589331785663e-004	3.059394e-002	4.478296e+000	5.624859e-002
4.507661931446352e-004	2.885505e-002	4.506026e+000	5.630174e-002
4.507760163759863e-004	2.694770e-002	4.541412e+000	5.637650e-002
4.507856557679769e-004	2.542485e-002	4.573786e+000	5.644919e-002
4.507990300150009e-004	2.375172e-002	4.615111e+000	5.655209e-002
4.508127956573766e-004	2.240651e-002	4.653439e+000	5.665776e-002
4.508336085278826e-004	2.086872e-002	4.704554e+000	5.681919e-002
4.508535594807482e-004	1.978122e-002	4.746359e+000	5.697407e-002
4.508855777288733e-004	1.855275e-002	4.801576e+000	5.722393e-002
4.509163850957899e-004	1.776307e-002	4.842613e+000	5.746464e-002
4.509779998296232e-004	1.682905e-002	4.900542e+000	5.794762e-002
4.510430937130483e-004	1.632591e-002	4.938547e+000	5.845876e-002
4.511732814798987e-004	1.602980e-002	4.975381e+000	5.948366e-002
4.513466133939374e-004	1.611911e-002	4.993721e+000	6.085198e-002
4.516785281270806e-004	1.671366e-002	5.000694e+000	6.348166e-002
4.520809352815050e-004	1.754865e-002	5.001571e+000	6.668486e-002
4.528857495903538e-004	1.925682e-002	5.001453e+000	7.312661e-002
4.538857495903538e-004	2.138898e-002	5.001466e+000	8.116750e-002
4.548857495903538e-004	2.352881e-002	5.001463e+000	8.922580e-002
4.558857495903538e-004	2.566812e-002	5.001465e+000	9.727101e-002
4.568857495903539e-004	2.779847e-002	5.001462e+000	1.052710e-001
4.578857495903539e-004	2.991144e-002	5.001462e+000	1.131947e-001
4.588857495903539e-004	3.199906e-002	5.001459e+000	1.210123e-001
4.598857495903539e-004	3.405357e-002	5.001456e+000	1.286953e-001
4.608857495903539e-004	3.607880e-002	5.001453e+000	1.362617e-001
4.609260000000000e-004	3.615955e-002	5.001452e+000	1.365628e-001
4.610065008192922e-004	3.631984e-002	5.001452e+000	1.371602e-001
4.611675024578764e-004	3.663876e-002	5.001451e+000	1.383502e-001
4.614556075423261e-004	3.719927e-002	5.001444e+000	1.404653e-001
4.614566075423261e-004	3.720488e-002	5.001447e+000	1.404760e-001
4.614586075423261e-004	3.721499e-002	5.001451e+000	1.404959e-001
4.614626075423262e-004	3.722116e-002	5.001450e+000	1.405233e-001
4.614684598228725e-004	3.723331e-002	5.001451e+000	1.405670e-001
4.614801643839650e-004	3.725586e-002	5.001450e+000	1.406521e-001
4.615035735061501e-004	3.730202e-002	5.001450e+000	1.408238e-001
4.615503917505202e-004	3.739373e-002	5.001450e+000	1.411659e-001
4.616440282392606e-004	3.757706e-002	5.001450e+000	1.418494e-001
4.617387270225193e-004	3.776436e-002	5.001450e+000	1.425440e-001
4.617397270225194e-004	3.776537e-002	5.001450e+000	1.425491e-001
4.617417270225194e-004	3.776764e-002	5.001449e+000	1.425601e-001
4.617457270225195e-004	3.777594e-002	5.001449e+000	1.425908e-001
4.617537270225196e-004	3.779134e-002	5.001449e+000	1.426482e-001
4.617697270225198e-004	3.782262e-002	5.001449e+000	1.427648e-001
4.618017270225203e-004	3.788490e-002	5.001449e+000	1.429969e-001
4.618657270225213e-004	3.800876e-002	5.001448e+000	1.434572e-001
4.618667270225214e-004	3.801101e-002	5.001448e+000	1.434664e-001
4.618687270225214e-004	3.801541e-002	5.001448e+000	1.434839e-001
4.618727270225215e-004	3.802301e-002	5.001448e+000	1.435114e-001
4.618807270225216e-004	3.803863e-002	5.001449e+000	1.435701e-001
4.618967270225218e-004	3.806997e-002	5.001449e+000	1.436892e-001
4.618977270225218e-004	3.807180e-002	5.001449e+000	1.436948e-001
4.618997270225219e-004	3.807547e-002	5.001448e+000	1.437065e-001
4.619037270225219e-004	3.808332e-002	5.001448e+000	1.437368e-001
4.619117270225221e-004	3.809898e-002	5.001448e+000	1.437974e-001
4.619147270225221e-004	3.810461e-002	5.001448e+000	1.438150e-001
4.619187270225222e-004	3.811231e-002	5.001448e+000	1.438422e-001
4.619197270225222e-004	3.811428e-002	5.001448e+000	1.438503e-001
4.619217270225222e-004	3.811786e-002	5.001448e+000	1.438560e-001
4.619220000000000e-004	3.811854e-002	5.001448e+000	1.438623e-001
4.619225459549555e-004	3.811993e-002	5.001448e+000	1.438754e-001
4.619236378648665e-004	3.812240e-002	5.001448e+000	1.438942e-001
4.619238161801780e-004	3.812257e-002	5.001448e+000	1.438901e-001
4.619241728108011e-004	3.812286e-002	5.001448e+000	1.438803e-001
4.619248860720471e-004	3.812382e-002	5.001448e+000	1.438712e-001
4.619250000000000e-004	3.812425e-002	5.001448e+000	1.438790e-001
4.619252278559058e-004	3.812511e-002	5.001448e+000	1.438948e-001
